date,name,visitors,store,hfb_no,hfb_name,transaction_date,market_area_no,created_net_quantity,created_sales_net_amount_euro,unique_transaction_identifier,avg_time,visitors_daily
2025-05-01,HFB06,4182,445,06,Bathroom & Water,2025-05-01,445,675.000000000,10520.579305600,384,2.53,5381
2025-05-01,HFB18,4143,445,18,Home organisation,2025-05-01,445,4293.000000000,12784.066989120,1256,3.42,5381
2025-05-01,HFB05,2853,445,05,Beds & Mattresses,2025-05-01,445,173.000000000,16489.831433600,82,4.67,5381
2025-05-01,HFB13,4106,445,13,Rugs,2025-05-01,445,310.000000000,8953.077145600,230,2.62,5381
2025-05-01,HFB01,3458,445,01,Living room seating,2025-05-01,445,157.000000000,16521.126860000,97,7.17,5381
2025-05-01,HFB07,2817,445,07,Kitchen,2025-05-01,445,1101.370000000,20176.767646560,216,5.66,5381
2025-05-01,HFB12,4097,445,12,Home textiles,2025-05-01,445,1874.000000000,16345.206147200,461,3.09,5381
2025-05-01,HFB03,2790,445,03,Workspaces,2025-05-01,445,208.000000000,8306.778345600,99,2.24,5381
2025-05-01,HFB14,3241,445,14,Cooking,2025-05-01,445,3371.000000000,12889.055043200,954,2.31,5381
2025-05-01,HFB11,4163,445,11,Bed and bath textiles,2025-05-01,445,1913.000000000,19433.676953600,626,2.27,5381
2025-05-01,HFB09,2733,445,09,Children's IKEA,2025-05-01,445,1087.000000000,8429.338444800,388,6.21,5381
2025-05-01,HFB16,2820,445,16,Decoration,2025-05-01,445,3540.000000000,16576.198800000,945,3.81,5381
2025-05-01,HFB02,3364,445,02,Store and organise furniture,2025-05-01,445,722.000000000,16756.434240000,180,5.33,5381
2025-05-01,HFB15,3711,445,15,Eating,2025-05-01,445,3969.000000000,11042.788736000,742,1.86,5381
2025-05-01,HFB04,2891,445,04,Bedroom furniture,2025-05-01,445,1656.000000000,33655.381916800,234,4.77,5381
2025-05-01,HFB08,2797,445,08,Dining,2025-05-01,445,111.000000000,4506.177289600,37,2.14,5381
2025-05-01,HFB10,4250,445,10,Lighting & Home electronics,2025-05-01,445,1500.000000000,15600.655365120,506,3.0,5381
2025-05-02,HFB05,3980,445,05,Beds & Mattresses,2025-05-02,445,387.000000000,35349.595052800,181,3.99,8022
2025-05-02,HFB04,4274,445,04,Bedroom furniture,2025-05-02,445,1733.000000000,33667.179145600,321,4.79,8022
2025-05-02,HFB08,4060,445,08,Dining,2025-05-02,445,189.000000000,10571.991920000,74,2.24,8022
2025-05-02,HFB12,6001,445,12,Home textiles,2025-05-02,445,2572.000000000,22180.319414400,617,2.48,8022
2025-05-02,HFB03,3861,445,03,Workspaces,2025-05-02,445,262.000000000,10457.005350400,119,2.04,8022
2025-05-02,HFB13,6067,445,13,Rugs,2025-05-02,445,350.000000000,10207.515808000,269,1.83,8022
2025-05-02,HFB11,6250,445,11,Bed and bath textiles,2025-05-02,445,2716.000000000,26985.359833600,831,2.34,8022
2025-05-02,HFB18,6253,445,18,Home organisation,2025-05-02,445,5885.000000000,17726.925620880,1737,3.88,8022
2025-05-02,HFB01,4894,445,01,Living room seating,2025-05-02,445,230.000000000,23106.401875200,125,6.63,8022
2025-05-02,HFB07,4144,445,07,Kitchen,2025-05-02,445,1664.950000000,38403.664557440,298,6.83,8022
2025-05-02,HFB14,4785,445,14,Cooking,2025-05-02,445,4457.000000000,17369.234736000,1277,2.08,8022
2025-05-02,HFB10,6233,445,10,Lighting & Home electronics,2025-05-02,445,2268.000000000,22420.531383040,712,3.27,8022
2025-05-02,HFB16,4396,445,16,Decoration,2025-05-02,445,4609.000000000,22818.026991760,1232,4.34,8022
2025-05-02,HFB02,4772,445,02,Store and organise furniture,2025-05-02,445,838.000000000,20264.143603200,229,4.66,8022
2025-05-02,HFB15,5296,445,15,Eating,2025-05-02,445,4752.000000000,14420.582937600,967,2.04,8022
2025-05-02,HFB06,6407,445,06,Bathroom & Water,2025-05-02,445,957.000000000,11513.949664000,541,2.35,8022
2025-05-02,HFB09,4779,445,09,Children's IKEA,2025-05-02,445,1309.000000000,10750.552444800,504,7.52,8022
2025-05-03,HFB14,5719,445,14,Cooking,2025-05-03,445,5308.000000000,20865.729449600,1568,2.12,9775
2025-05-03,HFB09,5743,445,09,Children's IKEA,2025-05-03,445,1594.000000000,12358.543859200,644,6.69,9775
2025-05-03,HFB03,5161,445,03,Workspaces,2025-05-03,445,269.000000000,12229.211276800,137,2.54,9775
2025-05-03,HFB12,7419,445,12,Home textiles,2025-05-03,445,2905.000000000,25902.126633600,755,2.7,9775
2025-05-03,HFB02,6124,445,02,Store and organise furniture,2025-05-03,445,1243.000000000,28652.483036800,285,4.79,9775
2025-05-03,HFB01,6229,445,01,Living room seating,2025-05-03,445,241.000000000,17846.585568000,136,6.56,9775
2025-05-03,HFB18,7935,445,18,Home organisation,2025-05-03,445,6904.000000000,20841.479590400,2066,3.63,9775
2025-05-03,HFB07,5479,445,07,Kitchen,2025-05-03,445,1503.940000000,31247.085070320,381,7.08,9775
2025-05-03,HFB10,7983,445,10,Lighting & Home electronics,2025-05-03,445,2594.000000000,23855.715242240,829,3.26,9775
2025-05-03,HFB16,5426,445,16,Decoration,2025-05-03,445,5058.000000000,25389.456937600,1499,4.43,9775
2025-05-03,HFB15,6298,445,15,Eating,2025-05-03,445,6056.000000000,15668.321939200,1197,1.85,9775
2025-05-03,HFB05,5394,445,05,Beds & Mattresses,2025-05-03,445,330.000000000,28870.877414400,153,4.64,9775
2025-05-03,HFB11,7761,445,11,Bed and bath textiles,2025-05-03,445,3003.000000000,32321.785305600,1000,2.57,9775
2025-05-03,HFB04,5584,445,04,Bedroom furniture,2025-05-03,445,1945.000000000,39467.192016000,383,4.9,9775
2025-05-03,HFB06,8014,445,06,Bathroom & Water,2025-05-03,445,1056.000000000,13800.500201600,601,2.65,9775
2025-05-03,HFB08,5271,445,08,Dining,2025-05-03,445,223.000000000,9073.088460800,71,3.12,9775
2025-05-03,HFB13,7878,445,13,Rugs,2025-05-03,445,494.000000000,13506.224883200,360,2.12,9775
2025-05-04,HFB14,6157,445,14,Cooking,2025-05-04,445,5574.000000000,20370.100195200,1724,2.45,10037
2025-05-04,HFB13,7975,445,13,Rugs,2025-05-04,445,483.000000000,12168.404572800,370,1.98,10037
2025-05-04,HFB03,5100,445,03,Workspaces,2025-05-04,445,207.000000000,10464.797347200,131,2.24,10037
2025-05-04,HFB08,4962,445,08,Dining,2025-05-04,445,181.000000000,9617.800012800,68,2.69,10037
2025-05-04,HFB12,7521,445,12,Home textiles,2025-05-04,445,2868.000000000,25206.235779200,762,2.81,10037
2025-05-04,HFB09,4911,445,09,Children's IKEA,2025-05-04,445,1879.000000000,13876.162675200,677,6.73,10037
2025-05-04,HFB01,6615,445,01,Living room seating,2025-05-04,445,233.000000000,20769.895171200,131,7.17,10037
2025-05-04,HFB18,7906,445,18,Home organisation,2025-05-04,445,8282.000000000,25189.777916800,2241,3.21,10037
2025-05-04,HFB07,5143,445,07,Kitchen,2025-05-04,445,1630.890000000,33072.321178680,391,6.73,10037
2025-05-04,HFB10,7980,445,10,Lighting & Home electronics,2025-05-04,445,2667.000000000,24507.067916800,918,3.1,10037
2025-05-04,HFB02,6317,445,02,Store and organise furniture,2025-05-04,445,1271.000000000,24890.113740800,290,4.72,10037
2025-05-04,HFB16,5389,445,16,Decoration,2025-05-04,445,5505.000000000,28095.027564800,1622,4.68,10037
2025-05-04,HFB05,5158,445,05,Beds & Mattresses,2025-05-04,445,346.000000000,34194.413321600,167,4.14,10037
2025-05-04,HFB06,8009,445,06,Bathroom & Water,2025-05-04,445,1203.000000000,15837.269907200,692,2.38,10037
2025-05-04,HFB11,7782,445,11,Bed and bath textiles,2025-05-04,445,3029.000000000,31403.713308800,1049,2.48,10037
2025-05-04,HFB15,6602,445,15,Eating,2025-05-04,445,5679.000000000,15906.960944000,1263,2.16,10037
2025-05-04,HFB04,5361,445,04,Bedroom furniture,2025-05-04,445,2434.000000000,45589.444006400,426,5.23,10037
2025-05-05,HFB08,1780,445,08,Dining,2025-05-05,445,99.000000000,4328.053699200,40,1.96,3213
2025-05-05,HFB03,1805,445,03,Workspaces,2025-05-05,445,110.000000000,5819.019516800,57,2.15,3213
2025-05-05,HFB12,2479,445,12,Home textiles,2025-05-05,445,1069.000000000,9524.441696000,298,3.1,3213
2025-05-05,HFB16,1754,445,16,Decoration,2025-05-05,445,2101.000000000,10357.020195200,580,5.79,3213
2025-05-05,HFB09,1353,445,09,Children's IKEA,2025-05-05,445,511.000000000,3531.959222400,217,6.77,3213
2025-05-05,HFB15,2162,445,15,Eating,2025-05-05,445,2151.000000000,5405.970864000,471,2.47,3213
2025-05-05,HFB01,2052,445,01,Living room seating,2025-05-05,445,117.000000000,11277.713798400,64,6.18,3213
2025-05-05,HFB02,2072,445,02,Store and organise furniture,2025-05-05,445,444.000000000,9795.705136000,120,5.22,3213
2025-05-05,HFB14,2025,445,14,Cooking,2025-05-05,445,1971.000000000,7615.912236800,632,3.04,3213
2025-05-05,HFB04,1809,445,04,Bedroom furniture,2025-05-05,445,800.000000000,17113.191177600,168,3.88,3213
2025-05-05,HFB07,1847,445,07,Kitchen,2025-05-05,445,1238.550000000,26981.573979080,223,5.42,3213
2025-05-05,HFB05,1766,445,05,Beds & Mattresses,2025-05-05,445,205.000000000,21299.314019200,80,3.96,3213
2025-05-05,HFB10,2512,445,10,Lighting & Home electronics,2025-05-05,445,1051.000000000,9907.210794880,334,4.33,3213
2025-05-05,HFB13,2501,445,13,Rugs,2025-05-05,445,202.000000000,5248.747302400,144,3.52,3213
2025-05-05,HFB11,2543,445,11,Bed and bath textiles,2025-05-05,445,1185.000000000,12865.533408000,389,2.92,3213
2025-05-05,HFB06,2577,445,06,Bathroom & Water,2025-05-05,445,460.000000000,8225.144435200,256,2.93,3213
2025-05-05,HFB18,2578,445,18,Home organisation,2025-05-05,445,2875.000000000,8709.559040000,832,5.01,3213
2025-05-06,HFB01,2640,445,01,Living room seating,2025-05-06,445,112.000000000,9309.033036800,47,6.35,4125
2025-05-06,HFB05,2193,445,05,Beds & Mattresses,2025-05-06,445,154.000000000,14737.506022400,68,3.83,4125
2025-05-06,HFB12,2746,445,12,Home textiles,2025-05-06,445,1009.000000000,7821.344227200,254,2.14,4125
2025-05-06,HFB06,2934,445,06,Bathroom & Water,2025-05-06,445,468.000000000,6775.687385600,244,1.91,4125
2025-05-06,HFB15,2617,445,15,Eating,2025-05-06,445,2771.000000000,7181.453798400,527,1.73,4125
2025-05-06,HFB18,2875,445,18,Home organisation,2025-05-06,445,2920.000000000,7671.038793600,909,2.61,4125
2025-05-06,HFB07,2143,445,07,Kitchen,2025-05-06,445,1583.990000000,40894.278024320,185,8.28,4125
2025-05-06,HFB10,2852,445,10,Lighting & Home electronics,2025-05-06,445,1016.000000000,11232.258056320,326,2.33,4125
2025-05-06,HFB04,2316,445,04,Bedroom furniture,2025-05-06,445,849.000000000,14817.246550400,139,4.69,4125
2025-05-06,HFB16,2068,445,16,Decoration,2025-05-06,445,2282.000000000,10274.949350400,687,2.82,4125
2025-05-06,HFB08,2014,445,08,Dining,2025-05-06,445,88.000000000,3353.908454400,25,2.29,4125
2025-05-06,HFB09,2484,445,09,Children's IKEA,2025-05-06,445,661.000000000,5140.751683200,242,5.94,4125
2025-05-06,HFB03,1976,445,03,Workspaces,2025-05-06,445,81.000000000,3383.037414400,41,2.57,4125
2025-05-06,HFB02,2564,445,02,Store and organise furniture,2025-05-06,445,535.000000000,10021.381753600,113,5.05,4125
2025-05-06,HFB11,2904,445,11,Bed and bath textiles,2025-05-06,445,1277.000000000,12681.948137600,429,2.17,4125
2025-05-06,HFB14,2408,445,14,Cooking,2025-05-06,445,2228.000000000,7980.606816000,670,2.25,4125
2025-05-06,HFB13,2820,445,13,Rugs,2025-05-06,445,222.000000000,6382.883360000,160,1.3,4125
2025-05-07,HFB11,3726,445,11,Bed and bath textiles,2025-05-07,445,2166.000000000,16408.634457600,415,2.37,4736
2025-05-07,HFB01,2601,445,01,Living room seating,2025-05-07,445,122.000000000,10563.762988800,69,4.99,4736
2025-05-07,HFB06,3660,445,06,Bathroom & Water,2025-05-07,445,527.000000000,8355.350886400,297,2.28,4736
2025-05-07,HFB02,2407,445,02,Store and organise furniture,2025-05-07,445,469.000000000,11598.132358400,115,3.79,4736
2025-05-07,HFB16,2469,445,16,Decoration,2025-05-07,445,2397.000000000,11674.158944000,677,4.35,4736
2025-05-07,HFB03,1903,445,03,Workspaces,2025-05-07,445,94.000000000,5889.948534400,53,2.02,4736
2025-05-07,HFB13,3544,445,13,Rugs,2025-05-07,445,216.000000000,5288.508332800,136,1.94,4736
2025-05-07,HFB07,2012,445,07,Kitchen,2025-05-07,445,1537.090000000,41734.519260560,222,6.91,4736
2025-05-07,HFB10,3671,445,10,Lighting & Home electronics,2025-05-07,445,991.000000000,10919.179994240,358,3.37,4736
2025-05-07,HFB08,1870,445,08,Dining,2025-05-07,445,98.000000000,3655.538835200,37,1.95,4736
2025-05-07,HFB04,2055,445,04,Bedroom furniture,2025-05-07,445,699.000000000,12087.498886400,157,3.34,4736
2025-05-07,HFB12,3603,445,12,Home textiles,2025-05-07,445,1030.000000000,9327.092992000,296,2.38,4736
2025-05-07,HFB18,3678,445,18,Home organisation,2025-05-07,445,3053.000000000,8925.623100800,906,3.48,4736
2025-05-07,HFB15,3152,445,15,Eating,2025-05-07,445,2439.000000000,6594.869366400,502,2.23,4736
2025-05-07,HFB14,2646,445,14,Cooking,2025-05-07,445,2455.000000000,8246.335753600,671,2.23,4736
2025-05-07,HFB05,1934,445,05,Beds & Mattresses,2025-05-07,445,116.000000000,12462.097312000,66,2.73,4736
2025-05-07,HFB09,2171,445,09,Children's IKEA,2025-05-07,445,748.000000000,5725.442732800,275,5.47,4736
2025-05-08,HFB18,2899,445,18,Home organisation,2025-05-08,445,3054.000000000,8130.548137600,902,4.15,4315
2025-05-08,HFB12,2770,445,12,Home textiles,2025-05-08,445,1073.000000000,9103.601046400,309,2.56,4315
2025-05-08,HFB03,1714,445,03,Workspaces,2025-05-08,445,189.000000000,11158.503529600,62,2.16,4315
2025-05-08,HFB14,2159,445,14,Cooking,2025-05-08,445,2267.000000000,7893.875337600,675,1.96,4315
2025-05-08,HFB09,2334,445,09,Children's IKEA,2025-05-08,445,629.000000000,5517.316313600,245,8.5,4315
2025-05-08,HFB07,1789,445,07,Kitchen,2025-05-08,445,934.350000000,24591.553734440,168,7.48,4315
2025-05-08,HFB13,3050,445,13,Rugs,2025-05-08,445,210.000000000,5069.167264000,137,2.09,4315
2025-05-08,HFB01,2373,445,01,Living room seating,2025-05-08,445,111.000000000,8949.800137600,54,7.64,4315
2025-05-08,HFB08,1775,445,08,Dining,2025-05-08,445,89.000000000,3695.372688000,28,2.69,4315
2025-05-08,HFB11,2889,445,11,Bed and bath textiles,2025-05-08,445,1171.000000000,11992.829766400,384,2.49,4315
2025-05-08,HFB04,1982,445,04,Bedroom furniture,2025-05-08,445,799.000000000,14685.146716800,162,4.78,4315
2025-05-08,HFB10,3056,445,10,Lighting & Home electronics,2025-05-08,445,941.000000000,8748.387943680,355,3.59,4315
2025-05-08,HFB05,1811,445,05,Beds & Mattresses,2025-05-08,445,91.000000000,10655.446390400,54,3.63,4315
2025-05-08,HFB06,3044,445,06,Bathroom & Water,2025-05-08,445,480.000000000,8969.316540800,281,2.46,4315
2025-05-08,HFB02,2184,445,02,Store and organise furniture,2025-05-08,445,516.000000000,10430.206707200,118,3.61,4315
2025-05-08,HFB16,1891,445,16,Decoration,2025-05-08,445,2641.000000000,13098.128153600,717,6.77,4315
2025-05-08,HFB15,2377,445,15,Eating,2025-05-08,445,3247.000000000,7771.897817600,479,1.96,4315
2025-05-09,HFB09,2770,445,09,Children's IKEA,2025-05-09,445,850.000000000,7341.517433600,307,10.35,4972
2025-05-09,HFB14,2816,445,14,Cooking,2025-05-09,445,2722.000000000,9918.556524800,742,2.65,4972
2025-05-09,HFB05,2137,445,05,Beds & Mattresses,2025-05-09,445,160.000000000,13207.070464000,81,4.31,4972
2025-05-09,HFB11,3460,445,11,Bed and bath textiles,2025-05-09,445,1453.000000000,13466.900787200,469,2.43,4972
2025-05-09,HFB15,3133,445,15,Eating,2025-05-09,445,3822.000000000,9703.948912000,575,1.8,4972
2025-05-09,HFB02,2495,445,02,Store and organise furniture,2025-05-09,445,616.000000000,14835.452150400,135,4.58,4972
2025-05-09,HFB18,3517,445,18,Home organisation,2025-05-09,445,3046.000000000,9783.980729600,969,3.59,4972
2025-05-09,HFB08,2031,445,08,Dining,2025-05-09,445,138.000000000,6679.488995200,44,2.29,4972
2025-05-09,HFB04,2286,445,04,Bedroom furniture,2025-05-09,445,1096.000000000,21407.746572800,179,5.49,4972
2025-05-09,HFB07,2135,445,07,Kitchen,2025-05-09,445,1799.950000000,52185.207267760,212,7.97,4972
2025-05-09,HFB16,2634,445,16,Decoration,2025-05-09,445,2697.000000000,13874.560582400,752,4.53,4972
2025-05-09,HFB13,3568,445,13,Rugs,2025-05-09,445,179.000000000,5425.050332800,137,2.18,4972
2025-05-09,HFB06,3533,445,06,Bathroom & Water,2025-05-09,445,572.000000000,7946.016176000,311,2.41,4972
2025-05-09,HFB03,2038,445,03,Workspaces,2025-05-09,445,306.000000000,21467.970697600,61,2.2,4972
2025-05-09,HFB12,3376,445,12,Home textiles,2025-05-09,445,1392.000000000,11021.378950400,320,2.5,4972
2025-05-09,HFB01,2518,445,01,Living room seating,2025-05-09,445,174.000000000,14063.898822400,74,6.43,4972
2025-05-09,HFB10,3512,445,10,Lighting & Home electronics,2025-05-09,445,1266.000000000,13744.936710400,374,3.23,4972
2025-05-10,HFB15,6388,445,15,Eating,2025-05-10,445,5311.000000000,14657.255737600,1023,2.09,9295
2025-05-10,HFB16,4962,445,16,Decoration,2025-05-10,445,4696.000000000,23064.528995200,1360,3.79,9295
2025-05-10,HFB04,5532,445,04,Bedroom furniture,2025-05-10,445,2051.000000000,42004.324432000,369,6.12,9295
2025-05-10,HFB18,7575,445,18,Home organisation,2025-05-10,445,5984.000000000,17554.567744000,1813,3.16,9295
2025-05-10,HFB10,7601,445,10,Lighting & Home electronics,2025-05-10,445,2189.000000000,22962.665022080,749,2.9,9295
2025-05-10,HFB08,4892,445,08,Dining,2025-05-10,445,191.000000000,9187.710918400,75,2.67,9295
2025-05-10,HFB14,5550,445,14,Cooking,2025-05-10,445,5056.000000000,17562.214096000,1466,2.09,9295
2025-05-10,HFB06,7609,445,06,Bathroom & Water,2025-05-10,445,976.000000000,14006.951705600,553,2.55,9295
2025-05-10,HFB11,7537,445,11,Bed and bath textiles,2025-05-10,445,2435.000000000,26931.835369600,902,2.49,9295
2025-05-10,HFB02,5761,445,02,Store and organise furniture,2025-05-10,445,962.000000000,23510.056438400,249,4.71,9295
2025-05-10,HFB07,4977,445,07,Kitchen,2025-05-10,445,1102.820000000,17948.905591400,327,6.57,9295
2025-05-10,HFB13,7695,445,13,Rugs,2025-05-10,445,399.000000000,9866.634153600,287,1.72,9295
2025-05-10,HFB09,5198,445,09,Children's IKEA,2025-05-10,445,1553.000000000,14579.918348800,580,7.91,9295
2025-05-10,HFB05,4875,445,05,Beds & Mattresses,2025-05-10,445,296.000000000,27091.534892800,148,4.6,9295
2025-05-10,HFB01,5827,445,01,Living room seating,2025-05-10,445,237.000000000,21825.237392000,111,6.45,9295
2025-05-10,HFB03,4729,445,03,Workspaces,2025-05-10,445,261.000000000,12365.243520000,121,2.48,9295
2025-05-10,HFB12,7170,445,12,Home textiles,2025-05-10,445,2653.000000000,22160.803011200,651,2.72,9295
2025-05-11,HFB18,6676,445,18,Home organisation,2025-05-11,445,5852.000000000,16697.083984000,1683,3.67,8599
2025-05-11,HFB12,6479,445,12,Home textiles,2025-05-11,445,2326.000000000,19138.163654400,565,2.8,8599
2025-05-11,HFB13,6571,445,13,Rugs,2025-05-11,445,385.000000000,10081.605878400,260,2.19,8599
2025-05-11,HFB16,4909,445,16,Decoration,2025-05-11,445,3930.000000000,19134.959468800,1183,6.59,8599
2025-05-11,HFB04,4412,445,04,Bedroom furniture,2025-05-11,445,2182.000000000,51468.250713600,316,4.72,8599
2025-05-11,HFB02,5406,445,02,Store and organise furniture,2025-05-11,445,997.000000000,22694.008624000,245,4.99,8599
2025-05-11,HFB03,4519,445,03,Workspaces,2025-05-11,445,238.000000000,11096.021910400,117,2.4,8599
2025-05-11,HFB08,4466,445,08,Dining,2025-05-11,445,116.000000000,6840.936256000,48,3.03,8599
2025-05-11,HFB06,6670,445,06,Bathroom & Water,2025-05-11,445,1017.000000000,16358.095712000,568,2.67,8599
2025-05-11,HFB14,4958,445,14,Cooking,2025-05-11,445,4642.000000000,16936.159923200,1305,2.39,8599
2025-05-11,HFB11,6639,445,11,Bed and bath textiles,2025-05-11,445,2352.000000000,24711.480393600,808,2.54,8599
2025-05-11,HFB15,5838,445,15,Eating,2025-05-11,445,4913.000000000,13147.720208000,940,2.19,8599
2025-05-11,HFB07,4520,445,07,Kitchen,2025-05-11,445,1254.230000000,22514.613372440,329,7.65,8599
2025-05-11,HFB10,6543,445,10,Lighting & Home electronics,2025-05-11,445,2127.000000000,20510.064848000,705,3.22,8599
2025-05-11,HFB01,5454,445,01,Living room seating,2025-05-11,445,211.000000000,16286.584115200,123,6.64,8599
2025-05-11,HFB05,4298,445,05,Beds & Mattresses,2025-05-11,445,267.000000000,29332.717075200,123,3.94,8599
2025-05-11,HFB09,4508,445,09,Children's IKEA,2025-05-11,445,1386.000000000,11876.386748800,559,8.06,8599
2025-05-12,HFB10,3758,445,10,Lighting & Home electronics,2025-05-12,445,1091.000000000,11048.745608320,341,2.72,4814
2025-05-12,HFB03,2341,445,03,Workspaces,2025-05-12,445,127.000000000,9176.350624000,53,1.82,4814
2025-05-12,HFB01,2918,445,01,Living room seating,2025-05-12,445,103.000000000,9945.063878400,51,4.79,4814
2025-05-12,HFB16,2561,445,16,Decoration,2025-05-12,445,2371.000000000,12433.270564960,672,3.74,4814
2025-05-12,HFB06,3710,445,06,Bathroom & Water,2025-05-12,445,536.000000000,8967.652548960,295,2.2,4814
2025-05-12,HFB08,2340,445,08,Dining,2025-05-12,445,165.000000000,6272.775891200,37,2.17,4814
2025-05-12,HFB04,2253,445,04,Bedroom furniture,2025-05-12,445,688.000000000,15508.549593600,146,3.97,4814
2025-05-12,HFB11,3645,445,11,Bed and bath textiles,2025-05-12,445,1091.000000000,10842.472519200,390,1.96,4814
2025-05-12,HFB13,3640,445,13,Rugs,2025-05-12,445,192.000000000,5607.033510400,137,1.55,4814
2025-05-12,HFB18,3708,445,18,Home organisation,2025-05-12,445,2978.000000000,8873.383952160,903,3.16,4814
2025-05-12,HFB07,2538,445,07,Kitchen,2025-05-12,445,1727.810000000,43553.014745520,209,8.19,4814
2025-05-12,HFB15,3040,445,15,Eating,2025-05-12,445,2713.000000000,7376.814450880,503,1.84,4814
2025-05-12,HFB14,2637,445,14,Cooking,2025-05-12,445,2292.000000000,7889.338502080,686,1.78,4814
2025-05-12,HFB05,2299,445,05,Beds & Mattresses,2025-05-12,445,165.000000000,17562.527232320,65,3.44,4814
2025-05-12,HFB02,2820,445,02,Store and organise furniture,2025-05-12,445,591.000000000,13204.740147200,128,4.06,4814
2025-05-12,HFB12,3463,445,12,Home textiles,2025-05-12,445,1054.000000000,9234.754188800,310,2.1,4814
2025-05-12,HFB09,2538,445,09,Children's IKEA,2025-05-12,445,610.000000000,5231.779683200,236,7.49,4814
2025-05-13,HFB07,1407,445,07,Kitchen,2025-05-13,445,1547.060000000,38958.685940720,164,11.51,3577
2025-05-13,HFB08,1256,445,08,Dining,2025-05-13,445,93.000000000,5854.993782400,28,2.61,3577
2025-05-13,HFB16,2016,445,16,Decoration,2025-05-13,445,2244.000000000,10540.751110400,544,3.71,3577
2025-05-13,HFB13,2352,445,13,Rugs,2025-05-13,445,179.000000000,4229.452169600,123,1.95,3577
2025-05-13,HFB15,2136,445,15,Eating,2025-05-13,445,2618.000000000,6268.260902400,462,2.3,3577
2025-05-13,HFB05,1246,445,05,Beds & Mattresses,2025-05-13,445,95.000000000,8347.158366400,50,4.16,3577
2025-05-13,HFB02,1676,445,02,Store and organise furniture,2025-05-13,445,434.000000000,10028.081414400,81,4.8,3577
2025-05-13,HFB03,1280,445,03,Workspaces,2025-05-13,445,178.000000000,15726.725504000,36,2.74,3577
2025-05-13,HFB04,1292,445,04,Bedroom furniture,2025-05-13,445,618.000000000,11047.536756480,118,5.02,3577
2025-05-13,HFB01,1710,445,01,Living room seating,2025-05-13,445,154.000000000,17827.651744000,59,5.92,3577
2025-05-13,HFB11,2424,445,11,Bed and bath textiles,2025-05-13,445,959.000000000,9238.468131200,328,2.4,3577
2025-05-13,HFB12,2362,445,12,Home textiles,2025-05-13,445,1180.000000000,9970.041961600,286,2.45,3577
2025-05-13,HFB14,1965,445,14,Cooking,2025-05-13,445,1714.000000000,6364.095180800,571,2.69,3577
2025-05-13,HFB09,1754,445,09,Children's IKEA,2025-05-13,445,478.000000000,5839.895878320,203,9.62,3577
2025-05-13,HFB10,2360,445,10,Lighting & Home electronics,2025-05-13,445,966.000000000,10021.760430080,277,2.94,3577
2025-05-13,HFB18,2456,445,18,Home organisation,2025-05-13,445,2580.000000000,7030.056028800,736,3.57,3577
2025-05-13,HFB06,2499,445,06,Bathroom & Water,2025-05-13,445,515.000000000,9985.917244800,273,2.39,3577
2025-05-14,HFB07,2057,445,07,Kitchen,2025-05-14,445,1599.430000000,39761.386319480,168,8.72,4917
2025-05-14,HFB14,2666,445,14,Cooking,2025-05-14,445,1976.000000000,6680.217219200,641,2.22,4917
2025-05-14,HFB15,2877,445,15,Eating,2025-05-14,445,2545.000000000,7256.970627200,488,1.72,4917
2025-05-14,HFB05,1962,445,05,Beds & Mattresses,2025-05-14,445,133.000000000,10055.996971160,67,3.94,4917
2025-05-14,HFB18,3343,445,18,Home organisation,2025-05-14,445,3234.000000000,8777.575161600,829,2.77,4917
2025-05-14,HFB03,1911,445,03,Workspaces,2025-05-14,445,102.000000000,6286.830614400,43,2.51,4917
2025-05-14,HFB09,2352,445,09,Children's IKEA,2025-05-14,445,592.000000000,5881.938070400,229,7.68,4917
2025-05-14,HFB16,2224,445,16,Decoration,2025-05-14,445,2844.000000000,11521.086259200,672,3.75,4917
2025-05-14,HFB04,2079,445,04,Bedroom furniture,2025-05-14,445,728.000000000,11644.665872000,139,5.0,4917
2025-05-14,HFB02,2426,445,02,Store and organise furniture,2025-05-14,445,466.000000000,11516.207158400,97,4.29,4917
2025-05-14,HFB10,3286,445,10,Lighting & Home electronics,2025-05-14,445,1009.000000000,10899.532510720,326,2.68,4917
2025-05-14,HFB01,2634,445,01,Living room seating,2025-05-14,445,83.000000000,7655.527622400,48,5.89,4917
2025-05-14,HFB06,3276,445,06,Bathroom & Water,2025-05-14,445,438.000000000,6038.797520000,255,2.1,4917
2025-05-14,HFB13,3305,445,13,Rugs,2025-05-14,445,117.000000000,3889.899524000,97,1.64,4917
2025-05-14,HFB08,2070,445,08,Dining,2025-05-14,445,126.000000000,3016.667920000,20,2.89,4917
2025-05-14,HFB11,3270,445,11,Bed and bath textiles,2025-05-14,445,1141.000000000,10972.587942400,367,1.89,4917
2025-05-14,HFB12,3220,445,12,Home textiles,2025-05-14,445,965.000000000,7681.306752000,270,2.19,4917
2025-05-15,HFB04,2192,445,04,Bedroom furniture,2025-05-15,445,1095.000000000,18864.351430400,165,4.09,4068
2025-05-15,HFB14,2332,445,14,Cooking,2025-05-15,445,2447.000000000,7945.724886400,704,1.82,4068
2025-05-15,HFB13,3176,445,13,Rugs,2025-05-15,445,218.000000000,5705.343750400,144,1.31,4068
