date,name,visitors,store,hfb_no,hfb_name,transaction_date,market_area_no,created_net_quantity,created_sales_net_amount_euro,unique_transaction_identifier,avg_time,visitors_daily
2025-06-01,HFB07,4728,445,07,Kitchen,2025-06-01,445,1347.950000000,25169.025353360,347,5.59,8714
2025-06-02,HFB18,4107,445,18,Home organisation,2025-06-02,445,3471.000000000,10406.623172960,1082,3.47,5354
2025-06-02,HFB15,3336,445,15,Eating,2025-06-02,445,5232.000000000,12557.931590400,729,1.53,5354
2025-06-02,HFB12,3701,445,12,Home textiles,2025-06-02,445,1474.000000000,11354.759897600,345,2.12,5354
2025-06-02,HFB14,3099,445,14,Cooking,2025-06-02,445,2700.000000000,10022.546912000,756,1.93,5354
2025-06-02,HFB07,2498,445,07,Kitchen,2025-06-02,445,1431.150000000,35740.183456880,186,6.81,5354
2025-06-02,HFB08,2257,445,08,Dining,2025-06-02,445,162.000000000,5017.609004800,47,2.26,5354
2025-06-02,HFB06,3966,445,06,Bathroom & Water,2025-06-02,445,615.000000000,10173.070812800,351,1.99,5354
2025-06-02,HFB01,3328,445,01,Living room seating,2025-06-02,445,166.000000000,13756.187771200,77,6.45,5354
2025-06-02,HFB02,3187,445,02,Store and organise furniture,2025-06-02,445,528.000000000,10531.065731200,108,4.67,5354
2025-06-02,HFB11,3899,445,11,Bed and bath textiles,2025-06-02,445,1843.000000000,17436.304166400,520,2.01,5354
2025-06-02,HFB05,2253,445,05,Beds & Mattresses,2025-06-02,445,264.000000000,20638.450739200,108,3.84,5354
2025-06-02,HFB16,2568,445,16,Decoration,2025-06-02,445,3004.000000000,11803.928460800,770,3.66,5354
2025-06-02,HFB13,3908,445,13,Rugs,2025-06-02,445,248.000000000,5808.460268800,176,2.16,5354
2025-06-02,HFB09,2621,445,09,Children's IKEA,2025-06-02,445,767.000000000,5774.816320000,289,5.51,5354
2025-06-02,HFB03,2375,445,03,Workspaces,2025-06-02,445,141.000000000,6204.468480000,59,2.13,5354
2025-06-02,HFB10,3946,445,10,Lighting & Home electronics,2025-06-02,445,1148.000000000,9961.303273600,382,2.53,5354
2025-06-02,HFB04,2466,445,04,Bedroom furniture,2025-06-02,445,899.000000000,17896.905846400,151,4.1,5354
2025-06-03,HFB18,3481,445,18,Home organisation,2025-06-03,445,3247.000000000,9260.096384000,999,4.23,4758
2025-06-03,HFB10,3425,445,10,Lighting & Home electronics,2025-06-03,445,1265.000000000,12068.419417600,383,3.37,4758
2025-06-03,HFB11,3350,445,11,Bed and bath textiles,2025-06-03,445,1528.000000000,14145.022976000,490,2.28,4758
2025-06-03,HFB12,3153,445,12,Home textiles,2025-06-03,445,1365.000000000,10566.384595200,327,2.76,4758
2025-06-03,HFB06,3560,445,06,Bathroom & Water,2025-06-03,445,690.000000000,10169.211225600,330,2.29,4758
2025-06-03,HFB08,2161,445,08,Dining,2025-06-03,445,222.000000000,8426.352726400,49,2.09,4758
2025-06-03,HFB02,2624,445,02,Store and organise furniture,2025-06-03,445,335.000000000,7864.163798400,87,4.44,4758
2025-06-03,HFB07,2152,445,07,Kitchen,2025-06-03,445,1354.550000000,32037.927231520,194,6.53,4758
2025-06-03,HFB09,2968,445,09,Children's IKEA,2025-06-03,445,736.000000000,5651.600819200,261,7.27,4758
2025-06-03,HFB16,2187,445,16,Decoration,2025-06-03,445,2721.000000000,10937.706012800,683,3.28,4758
2025-06-03,HFB03,1973,445,03,Workspaces,2025-06-03,445,135.000000000,8373.847776000,50,2.12,4758
2025-06-03,HFB13,3410,445,13,Rugs,2025-06-03,445,247.000000000,6563.992668800,169,2.8,4758
2025-06-03,HFB05,2234,445,05,Beds & Mattresses,2025-06-03,445,240.000000000,19039.125190400,93,3.46,4758
2025-06-03,HFB01,2976,445,01,Living room seating,2025-06-03,445,117.000000000,7810.275222400,62,6.64,4758
2025-06-03,HFB14,2716,445,14,Cooking,2025-06-03,445,2566.000000000,10032.669225600,741,2.56,4758
2025-06-03,HFB04,2378,445,04,Bedroom furniture,2025-06-03,445,884.000000000,18424.358489600,159,4.33,4758
2025-06-03,HFB15,2892,445,15,Eating,2025-06-03,445,4646.000000000,11192.584412800,653,2.77,4758
2025-06-04,HFB02,2399,445,02,Store and organise furniture,2025-06-04,445,459.000000000,9241.308204800,117,4.75,4279
2025-06-04,HFB07,1891,445,07,Kitchen,2025-06-04,445,1369.000000000,31321.933753600,187,8.57,4279
2025-06-04,HFB04,1943,445,04,Bedroom furniture,2025-06-04,445,1017.000000000,19347.892166400,159,5.01,4279
2025-06-04,HFB12,2939,445,12,Home textiles,2025-06-04,445,1229.000000000,9692.006038400,294,3.1,4279
2025-06-04,HFB03,1812,445,03,Workspaces,2025-06-04,445,82.000000000,4382.015097600,44,2.58,4279
2025-06-04,HFB01,2420,445,01,Living room seating,2025-06-04,445,138.000000000,12363.350137600,61,7.27,4279
2025-06-04,HFB14,2526,445,14,Cooking,2025-06-04,445,2429.000000000,9116.636256000,716,2.23,4279
2025-06-04,HFB15,2767,445,15,Eating,2025-06-04,445,3799.000000000,9131.564848000,605,2.53,4279
2025-06-04,HFB08,1773,445,08,Dining,2025-06-04,445,307.000000000,12200.300784000,57,2.68,4279
2025-06-04,HFB13,2980,445,13,Rugs,2025-06-04,445,240.000000000,6312.391276800,163,1.62,4279
2025-06-04,HFB06,3214,445,06,Bathroom & Water,2025-06-04,445,520.000000000,7977.402630400,277,2.55,4279
2025-06-04,HFB10,3056,445,10,Lighting & Home electronics,2025-06-04,445,1143.000000000,10036.019056000,339,3.4,4279
2025-06-04,HFB16,1778,445,16,Decoration,2025-06-04,445,2576.000000000,10460.500825600,688,3.62,4279
2025-06-04,HFB09,1906,445,09,Children's IKEA,2025-06-04,445,617.000000000,5387.619619200,271,7.78,4279
2025-06-04,HFB05,1790,445,05,Beds & Mattresses,2025-06-04,445,262.000000000,23918.808569600,81,4.29,4279
2025-06-04,HFB18,3037,445,18,Home organisation,2025-06-04,445,3007.000000000,9334.448054400,963,3.61,4279
2025-06-04,HFB11,3022,445,11,Bed and bath textiles,2025-06-04,445,1277.000000000,12467.995926400,433,2.71,4279
2025-06-05,HFB12,3814,445,12,Home textiles,2025-06-05,445,1212.000000000,9835.029232000,314,2.49,5468
2025-06-05,HFB09,2994,445,09,Children's IKEA,2025-06-05,445,835.000000000,6567.124032000,325,5.83,5468
2025-06-05,HFB01,3097,445,01,Living room seating,2025-06-05,445,174.000000000,18186.010774400,74,4.94,5468
2025-06-05,HFB04,2751,445,04,Bedroom furniture,2025-06-05,445,868.000000000,14691.336620800,157,4.41,5468
2025-06-05,HFB13,3946,445,13,Rugs,2025-06-05,445,249.000000000,7331.395120000,167,1.75,5468
2025-06-05,HFB10,4031,445,10,Lighting & Home electronics,2025-06-05,445,1070.000000000,9452.565987200,371,2.77,5468
2025-06-05,HFB16,2815,445,16,Decoration,2025-06-05,445,2416.000000000,10440.693132800,695,3.84,5468
2025-06-05,HFB05,2602,445,05,Beds & Mattresses,2025-06-05,445,149.000000000,15107.662281600,96,4.22,5468
2025-06-05,HFB18,4019,445,18,Home organisation,2025-06-05,445,3115.000000000,9257.329132800,1028,3.27,5468
2025-06-05,HFB08,2476,445,08,Dining,2025-06-05,445,118.000000000,4857.035612800,34,2.49,5468
2025-06-05,HFB11,3899,445,11,Bed and bath textiles,2025-06-05,445,1651.000000000,15250.394185600,527,2.14,5468
2025-06-05,HFB14,3307,445,14,Cooking,2025-06-05,445,2551.000000000,9683.849929600,709,2.17,5468
2025-06-05,HFB15,3585,445,15,Eating,2025-06-05,445,3571.000000000,9053.135123200,594,1.89,5468
2025-06-05,HFB06,4228,445,06,Bathroom & Water,2025-06-05,445,546.000000000,6532.751859200,303,2.22,5468
2025-06-05,HFB02,3028,445,02,Store and organise furniture,2025-06-05,445,609.000000000,12365.025052800,120,4.13,5468
2025-06-05,HFB03,2363,445,03,Workspaces,2025-06-05,445,96.000000000,3781.594409600,49,1.99,5468
2025-06-05,HFB07,2576,445,07,Kitchen,2025-06-05,445,801.000000000,15393.053267200,208,5.88,5468
2025-06-06,HFB08,3905,445,08,Dining,2025-06-06,445,271.000000000,9581.461635200,84,3.21,8873
2025-06-06,HFB11,7273,445,11,Bed and bath textiles,2025-06-06,445,2707.000000000,27445.743046400,856,2.36,8873
2025-06-06,HFB06,7318,445,06,Bathroom & Water,2025-06-06,445,1002.000000000,11142.482601600,572,2.66,8873
2025-06-06,HFB01,5278,445,01,Living room seating,2025-06-06,445,201.000000000,20527.323756800,128,7.6,8873
2025-06-06,HFB02,4901,445,02,Store and organise furniture,2025-06-06,445,960.000000000,21539.992051200,224,4.75,8873
2025-06-06,HFB13,7242,445,13,Rugs,2025-06-06,445,472.000000000,13000.109203200,324,1.76,8873
2025-06-06,HFB07,3809,445,07,Kitchen,2025-06-06,445,1764.800000000,45865.228807160,329,6.89,8873
2025-06-06,HFB12,7027,445,12,Home textiles,2025-06-06,445,2158.000000000,19058.350304000,603,2.81,8873
2025-06-06,HFB05,4130,445,05,Beds & Mattresses,2025-06-06,445,403.000000000,39821.254524800,183,4.3,8873
2025-06-06,HFB14,5483,445,14,Cooking,2025-06-06,445,4432.000000000,16942.713939200,1293,2.03,8873
2025-06-06,HFB15,6252,445,15,Eating,2025-06-06,445,5849.000000000,14666.358537600,1017,2.44,8873
2025-06-06,HFB09,4695,445,09,Children's IKEA,2025-06-06,445,1750.000000000,15039.718982400,599,6.53,8873
2025-06-06,HFB04,4418,445,04,Bedroom furniture,2025-06-06,445,1632.000000000,35054.882800000,321,4.2,8873
2025-06-06,HFB10,7303,445,10,Lighting & Home electronics,2025-06-06,445,2079.000000000,22187.747299200,696,3.64,8873
2025-06-06,HFB18,7328,445,18,Home organisation,2025-06-06,445,5877.000000000,17968.927200000,1670,3.77,8873
2025-06-06,HFB03,3631,445,03,Workspaces,2025-06-06,445,190.000000000,7844.647395200,95,2.36,8873
2025-06-06,HFB16,4994,445,16,Decoration,2025-06-06,445,4249.000000000,20178.577283200,1199,3.87,8873
2025-06-07,HFB11,7014,445,11,Bed and bath textiles,2025-06-07,445,2775.000000000,27214.313459200,907,2.43,8739
2025-06-07,HFB14,5970,445,14,Cooking,2025-06-07,445,4815.000000000,19239.605257600,1360,2.29,8739
2025-06-07,HFB01,5604,445,01,Living room seating,2025-06-07,445,229.000000000,23048.580889600,121,5.23,8739
2025-06-07,HFB15,6423,445,15,Eating,2025-06-07,445,5526.000000000,14689.588883200,1025,2.19,8739
2025-06-07,HFB18,7190,445,18,Home organisation,2025-06-07,445,6329.000000000,18612.021814400,1760,3.72,8739
2025-06-07,HFB16,4713,445,16,Decoration,2025-06-07,445,4743.000000000,20958.213897600,1233,3.63,8739
2025-06-07,HFB08,4650,445,08,Dining,2025-06-07,445,198.000000000,7541.269276800,74,2.22,8739
2025-06-07,HFB02,5497,445,02,Store and organise furniture,2025-06-07,445,1015.000000000,20166.707232000,245,4.31,8739
2025-06-07,HFB07,4661,445,07,Kitchen,2025-06-07,445,1417.060000000,26628.723963240,348,6.38,8739
2025-06-07,HFB12,6922,445,12,Home textiles,2025-06-07,445,2593.000000000,20593.009561600,632,2.76,8739
2025-06-07,HFB10,6998,445,10,Lighting & Home electronics,2025-06-07,445,2031.000000000,19962.149110400,713,3.32,8739
2025-06-07,HFB04,4892,445,04,Bedroom furniture,2025-06-07,445,1797.000000000,36106.656723200,329,4.24,8739
2025-06-07,HFB13,6872,445,13,Rugs,2025-06-07,445,483.000000000,10809.538588800,334,2.1,8739
2025-06-07,HFB03,4356,445,03,Workspaces,2025-06-07,445,176.000000000,7720.922137600,98,2.1,8739
2025-06-07,HFB09,4785,445,09,Children's IKEA,2025-06-07,445,1450.000000000,12589.973446400,540,6.36,8739
2025-06-07,HFB06,7199,445,06,Bathroom & Water,2025-06-07,445,1047.000000000,17604.159798400,561,2.56,8739
2025-06-07,HFB05,4578,445,05,Beds & Mattresses,2025-06-07,445,384.000000000,35853.719040160,181,3.85,8739
2025-06-08,HFB15,7102,445,15,Eating,2025-06-08,445,5891.000000000,16109.989795200,1162,2.36,9820
2025-06-08,HFB10,7797,445,10,Lighting & Home electronics,2025-06-08,445,2219.000000000,20239.602454400,726,3.59,9820
2025-06-08,HFB14,6451,445,14,Cooking,2025-06-08,445,5160.000000000,19372.797427200,1536,2.34,9820
2025-06-08,HFB18,7963,445,18,Home organisation,2025-06-08,445,7124.000000000,21179.521171200,2022,4.12,9820
2025-06-08,HFB09,5530,445,09,Children's IKEA,2025-06-08,445,1801.000000000,13967.991721600,648,7.65,9820
2025-06-08,HFB06,7946,445,06,Bathroom & Water,2025-06-08,445,1218.000000000,14669.635545600,647,2.94,9820
2025-06-08,HFB05,5458,445,05,Beds & Mattresses,2025-06-08,445,340.000000000,36174.891312000,164,4.01,9820
2025-06-08,HFB12,7517,445,12,Home textiles,2025-06-08,445,2460.000000000,19463.898249600,643,2.93,9820
2025-06-08,HFB13,7883,445,13,Rugs,2025-06-08,445,496.000000000,11901.364832000,348,2.22,9820
2025-06-08,HFB11,7704,445,11,Bed and bath textiles,2025-06-08,445,3016.000000000,30405.682316800,1009,2.72,9820
2025-06-08,HFB02,6218,445,02,Store and organise furniture,2025-06-08,445,853.000000000,17728.467635200,223,5.02,9820
2025-06-08,HFB03,5075,445,03,Workspaces,2025-06-08,445,227.000000000,11541.170677120,125,2.21,9820
2025-06-08,HFB07,5363,445,07,Kitchen,2025-06-08,445,1137.310000000,17839.700210080,355,6.28,9820
2025-06-08,HFB01,6695,445,01,Living room seating,2025-06-08,445,209.000000000,16382.855328000,125,6.35,9820
2025-06-08,HFB08,5359,445,08,Dining,2025-06-08,445,270.000000000,10205.185491200,77,2.63,9820
2025-06-08,HFB04,5677,445,04,Bedroom furniture,2025-06-08,445,2010.000000000,38580.342623200,346,4.54,9820
2025-06-08,HFB16,5341,445,16,Decoration,2025-06-08,445,4649.000000000,21707.046636800,1360,4.14,9820
2025-06-09,HFB02,3030,445,02,Store and organise furniture,2025-06-09,445,544.000000000,12287.552942560,138,4.82,5974
2025-06-09,HFB14,3687,445,14,Cooking,2025-06-09,445,2897.000000000,10802.547638400,896,2.24,5974
2025-06-09,HFB08,2608,445,08,Dining,2025-06-09,445,188.000000000,7067.049808000,54,2.71,5974
2025-06-09,HFB06,4757,445,06,Bathroom & Water,2025-06-09,445,709.000000000,8914.772563200,390,2.79,5974
2025-06-09,HFB05,2604,445,05,Beds & Mattresses,2025-06-09,445,246.000000000,24918.878588800,105,4.14,5974
2025-06-09,HFB07,2646,445,07,Kitchen,2025-06-09,445,1349.430000000,37719.164036680,258,7.94,5974
2025-06-09,HFB16,2982,445,16,Decoration,2025-06-09,445,2749.000000000,11380.102092800,788,4.21,5974
2025-06-09,HFB12,4435,445,12,Home textiles,2025-06-09,445,1348.000000000,10758.209720160,386,2.63,5974
2025-06-09,HFB04,2698,445,04,Bedroom furniture,2025-06-09,445,1006.000000000,19234.216400000,204,5.39,5974
2025-06-09,HFB09,2742,445,09,Children's IKEA,2025-06-09,445,925.000000000,6595.160656000,353,6.27,5974
2025-06-09,HFB13,4594,445,13,Rugs,2025-06-09,445,352.000000000,8078.917056000,228,1.81,5974
2025-06-09,HFB10,4595,445,10,Lighting & Home electronics,2025-06-09,445,1206.000000000,10840.488108800,455,3.12,5974
2025-06-09,HFB01,3423,445,01,Living room seating,2025-06-09,445,113.000000000,11516.571270400,66,5.2,5974
2025-06-09,HFB18,4645,445,18,Home organisation,2025-06-09,445,3854.000000000,11359.493353600,1186,4.09,5974
2025-06-09,HFB03,2543,445,03,Workspaces,2025-06-09,445,149.000000000,6724.493238400,76,2.34,5974
2025-06-09,HFB11,4493,445,11,Bed and bath textiles,2025-06-09,445,1736.000000000,16553.915145600,560,2.45,5974
2025-06-09,HFB15,4187,445,15,Eating,2025-06-09,445,4353.000000000,10832.040710400,760,2.26,5974
2025-06-10,HFB01,3606,445,01,Living room seating,2025-06-10,445,146.000000000,10866.849817600,76,5.7,6116
2025-06-10,HFB10,4609,445,10,Lighting & Home electronics,2025-06-10,445,1243.000000000,12113.205193600,451,3.11,6116
2025-06-10,HFB03,2693,445,03,Workspaces,2025-06-10,445,108.000000000,6693.470896000,56,2.19,6116
2025-06-10,HFB07,2846,445,07,Kitchen,2025-06-10,445,1551.220000000,46721.331672400,235,7.1,6116
2025-06-10,HFB09,3257,445,09,Children's IKEA,2025-06-10,445,1052.000000000,6475.586275200,352,6.3,6116
2025-06-10,HFB13,4533,445,13,Rugs,2025-06-10,445,266.000000000,6048.482899200,192,2.0,6116
2025-06-10,HFB04,3197,445,04,Bedroom furniture,2025-06-10,445,784.000000000,18720.600012800,173,5.54,6116
2025-06-10,HFB12,4581,445,12,Home textiles,2025-06-10,445,1340.000000000,10958.751686400,372,2.44,6116
2025-06-10,HFB16,3298,445,16,Decoration,2025-06-10,445,2883.000000000,13544.675110400,871,3.53,6116
2025-06-10,HFB05,2918,445,05,Beds & Mattresses,2025-06-10,445,163.000000000,16765.537040000,80,4.23,6116
2025-06-10,HFB15,4260,445,15,Eating,2025-06-10,445,3660.000000000,9699.317407360,810,2.2,6116
2025-06-10,HFB08,2904,445,08,Dining,2025-06-10,445,231.000000000,10523.492201600,56,2.73,6116
2025-06-10,HFB18,4742,445,18,Home organisation,2025-06-10,445,3752.000000000,10897.071113600,1183,3.57,6116
2025-06-10,HFB14,3817,445,14,Cooking,2025-06-10,445,2581.000000000,9383.821641600,882,2.11,6116
2025-06-10,HFB11,4643,445,11,Bed and bath textiles,2025-06-10,445,1595.000000000,15660.602764800,539,1.93,6116
2025-06-10,HFB06,4811,445,06,Bathroom & Water,2025-06-10,445,740.000000000,17684.555728000,370,2.37,6116
2025-06-10,HFB02,3469,445,02,Store and organise furniture,2025-06-10,445,652.000000000,12523.923529600,132,4.54,6116
2025-06-11,HFB03,2679,445,03,Workspaces,2025-06-11,445,130.000000000,5494.304435200,65,2.32,5403
2025-06-11,HFB06,4470,445,06,Bathroom & Water,2025-06-11,445,569.000000000,9895.326179200,321,2.68,5403
2025-06-11,HFB12,4172,445,12,Home textiles,2025-06-11,445,1264.000000000,10146.574382560,347,2.32,5403
2025-06-11,HFB13,4311,445,13,Rugs,2025-06-11,445,249.000000000,6921.550652800,180,1.73,5403
2025-06-11,HFB14,3205,445,14,Cooking,2025-06-11,445,2292.000000000,8758.652260960,746,2.14,5403
2025-06-11,HFB16,2833,445,16,Decoration,2025-06-11,445,2404.000000000,10291.334390400,723,3.24,5403
2025-06-11,HFB15,3722,445,15,Eating,2025-06-11,445,3439.000000000,9178.859355680,643,1.88,5403
2025-06-11,HFB01,3597,445,01,Living room seating,2025-06-11,445,181.000000000,17997.910515200,84,5.73,5403
2025-06-11,HFB07,2820,445,07,Kitchen,2025-06-11,445,1520.590000000,37573.155124680,200,7.19,5403
2025-06-11,HFB18,4479,445,18,Home organisation,2025-06-11,445,3150.000000000,9182.005283360,1059,3.56,5403
2025-06-11,HFB09,2919,445,09,Children's IKEA,2025-06-11,445,806.000000000,4918.789008000,294,7.39,5403
2025-06-11,HFB05,2455,445,05,Beds & Mattresses,2025-06-11,445,180.000000000,19382.045872000,93,4.83,5403
2025-06-11,HFB11,4363,445,11,Bed and bath textiles,2025-06-11,445,2125.000000000,16161.697340320,585,2.32,5403
2025-06-11,HFB10,4413,445,10,Lighting & Home electronics,2025-06-11,445,1041.000000000,9292.232909120,388,2.78,5403
2025-06-11,HFB08,2637,445,08,Dining,2025-06-11,445,163.000000000,5964.300204800,47,2.69,5403
2025-06-11,HFB02,3379,445,02,Store and organise furniture,2025-06-11,445,415.000000000,8359.938697600,100,5.13,5403
2025-06-11,HFB04,2610,445,04,Bedroom furniture,2025-06-11,445,923.000000000,16948.685376000,175,5.01,5403
2025-06-12,HFB13,2948,445,13,Rugs,2025-06-12,445,210.000000000,5623.782662400,137,1.86,4476
2025-06-12,HFB09,2135,445,09,Children's IKEA,2025-06-12,445,674.000000000,4345.749542400,265,6.64,4476
2025-06-12,HFB01,2725,445,01,Living room seating,2025-06-12,445,130.000000000,9889.281920000,57,6.35,4476
2025-06-12,HFB04,2099,445,04,Bedroom furniture,2025-06-12,445,646.000000000,15988.667676800,134,5.32,4476
2025-06-12,HFB02,2434,445,02,Store and organise furniture,2025-06-12,445,304.000000000,5236.003382400,80,5.12,4476
2025-06-12,HFB03,1958,445,03,Workspaces,2025-06-12,445,172.000000000,7735.632262400,60,2.46,4476
2025-06-12,HFB06,3175,445,06,Bathroom & Water,2025-06-12,445,528.000000000,7814.863033600,279,2.36,4476
2025-06-12,HFB05,2000,445,05,Beds & Mattresses,2025-06-12,445,234.000000000,20594.029075200,82,4.89,4476
2025-06-12,HFB14,2369,445,14,Cooking,2025-06-12,445,2208.000000000,8004.783852800,676,2.06,4476
2025-06-12,HFB08,1984,445,08,Dining,2025-06-12,445,214.000000000,7484.759094400,55,2.72,4476
2025-06-12,HFB11,2965,445,11,Bed and bath textiles,2025-06-12,445,1750.000000000,12652.309420800,496,2.55,4476
2025-06-12,HFB18,3032,445,18,Home organisation,2025-06-12,445,2823.000000000,8290.320483200,874,3.23,4476
2025-06-12,HFB10,3003,445,10,Lighting & Home electronics,2025-06-12,445,872.000000000,8188.806057600,323,3.17,4476
2025-06-12,HFB15,2603,445,15,Eating,2025-06-12,445,3046.000000000,7859.575987200,543,1.76,4476
2025-06-12,HFB12,2875,445,12,Home textiles,2025-06-12,445,1012.000000000,8173.222064000,299,2.52,4476
2025-06-12,HFB07,2005,445,07,Kitchen,2025-06-12,445,813.710000000,18018.205207800,176,7.18,4476
2025-06-12,HFB16,1927,445,16,Decoration,2025-06-12,445,2143.000000000,9119.694796800,595,3.5,4476
2025-06-13,HFB18,3454,445,18,Home organisation,2025-06-13,445,2564.000000000,7744.807884800,849,2.84,4529
2025-06-13,HFB16,1997,445,16,Decoration,2025-06-13,445,1723.000000000,7639.215404800,525,2.96,4529
2025-06-13,HFB10,3426,445,10,Lighting & Home electronics,2025-06-13,445,889.000000000,8717.132569600,292,2.4,4529
2025-06-13,HFB15,3021,445,15,Eating,2025-06-13,445,2936.000000000,7092.756115200,489,1.97,4529
2025-06-13,HFB14,2540,445,14,Cooking,2025-06-13,445,2017.000000000,7028.672403200,638,2.09,4529
2025-06-13,HFB07,2324,445,07,Kitchen,2025-06-13,445,1467.900000000,38096.692653600,188,5.61,4529
2025-06-13,HFB03,2122,445,03,Workspaces,2025-06-13,445,107.000000000,4429.495302400,58,1.98,4529
2025-06-13,HFB01,2593,445,01,Living room seating,2025-06-13,445,114.000000000,8817.117724800,59,5.55,4529
2025-06-13,HFB04,2392,445,04,Bedroom furniture,2025-06-13,445,876.000000000,19115.880000000,165,4.7,4529
2025-06-13,HFB12,3369,445,12,Home textiles,2025-06-13,445,1062.000000000,9279.467142400,282,2.37,4529
2025-06-13,HFB08,2271,445,08,Dining,2025-06-13,445,109.000000000,2968.750780800,36,2.58,4529
2025-06-13,HFB06,3469,445,06,Bathroom & Water,2025-06-13,445,502.000000000,9154.431081600,278,2.03,4529
2025-06-13,HFB02,2544,445,02,Store and organise furniture,2025-06-13,445,384.000000000,9897.365206400,93,3.78,4529
2025-06-13,HFB05,2308,445,05,Beds & Mattresses,2025-06-13,445,141.000000000,16056.319686400,66,3.82,4529
2025-06-13,HFB13,3305,445,13,Rugs,2025-06-13,445,194.000000000,4930.513414400,137,1.2,4529
2025-06-13,HFB11,3489,445,11,Bed and bath textiles,2025-06-13,445,1867.000000000,14278.870547200,487,1.73,4529
2025-06-13,HFB09,2353,445,09,Children's IKEA,2025-06-13,445,708.000000000,5292.513564800,256,6.33,4529
2025-06-14,HFB15,4118,445,15,Eating,2025-06-14,445,2986.000000000,8678.973632000,660,2.07,5853
2025-06-14,HFB16,2763,445,16,Decoration,2025-06-14,445,2266.000000000,10765.917971200,693,4.39,5853
2025-06-14,HFB07,2922,445,07,Kitchen,2025-06-14,445,1402.490000000,34584.737744480,256,7.22,5853
2025-06-14,HFB02,3352,445,02,Store and organise furniture,2025-06-14,445,618.000000000,14547.148268800,160,4.63,5853
2025-06-14,HFB09,2669,445,09,Children's IKEA,2025-06-14,445,851.000000000,5278.214886560,330,5.66,5853
2025-06-14,HFB03,2797,445,03,Workspaces,2025-06-14,445,160.000000000,8591.950864000,87,2.15,5853
2025-06-14,HFB14,3610,445,14,Cooking,2025-06-14,445,2945.000000000,11953.942604800,893,2.12,5853
2025-06-14,HFB04,2862,445,04,Bedroom furniture,2025-06-14,445,1565.000000000,31498.892185600,208,3.92,5853
2025-06-14,HFB18,4549,445,18,Home organisation,2025-06-14,445,3587.000000000,11426.366163520,1093,3.87,5853
2025-06-14,HFB01,3686,445,01,Living room seating,2025-06-14,445,175.000000000,16271.437056000,99,5.63,5853
2025-06-14,HFB11,4548,445,11,Bed and bath textiles,2025-06-14,445,2211.000000000,17852.557004800,631,2.57,5853
2025-06-14,HFB05,2851,445,05,Beds & Mattresses,2025-06-14,445,266.000000000,25875.109523200,111,5.35,5853
2025-06-14,HFB10,4466,445,10,Lighting & Home electronics,2025-06-14,445,1193.000000000,11425.543270400,425,3.31,5853
2025-06-14,HFB12,4506,445,12,Home textiles,2025-06-14,445,1462.000000000,12283.391142400,403,2.82,5853
2025-06-14,HFB08,2800,445,08,Dining,2025-06-14,445,177.000000000,7125.526195200,53,3.21,5853
2025-06-14,HFB13,4505,445,13,Rugs,2025-06-14,445,265.000000000,7113.055359200,199,2.05,5853
2025-06-14,HFB06,4687,445,06,Bathroom & Water,2025-06-14,445,701.000000000,9826.217721600,380,3.05,5853
2025-06-15,HFB15,4554,445,15,Eating,2025-06-15,445,3169.000000000,8723.176828800,725,2.49,6026
2025-06-15,HFB10,4962,445,10,Lighting & Home electronics,2025-06-15,445,1379.000000000,13326.936134400,471,3.26,6026
2025-06-15,HFB01,3798,445,01,Living room seating,2025-06-15,445,130.000000000,12881.627158400,62,6.33,6026
2025-06-15,HFB03,2752,445,03,Workspaces,2025-06-15,445,179.000000000,7010.466803200,89,1.88,6026
2025-06-15,HFB09,2918,445,09,Children's IKEA,2025-06-15,445,992.000000000,7684.001180800,370,7.01,6026
2025-06-15,HFB11,5005,445,11,Bed and bath textiles,2025-06-15,445,2588.000000000,21078.006745600,752,2.47,6026
2025-06-15,HFB13,4748,445,13,Rugs,2025-06-15,445,285.000000000,6598.801776000,189,1.84,6026
2025-06-15,HFB07,2875,445,07,Kitchen,2025-06-15,445,1040.530000000,18998.064280160,275,6.87,6026
2025-06-15,HFB04,2906,445,04,Bedroom furniture,2025-06-15,445,1266.000000000,28684.524892800,235,4.92,6026
2025-06-15,HFB16,3027,445,16,Decoration,2025-06-15,445,2292.000000000,11824.173088000,741,3.33,6026
2025-06-15,HFB02,3487,445,02,Store and organise furniture,2025-06-15,445,691.000000000,13285.500188800,153,4.54,6026
2025-06-15,HFB14,4025,445,14,Cooking,2025-06-15,445,3094.000000000,12257.539190400,977,2.11,6026
2025-06-15,HFB05,2773,445,05,Beds & Mattresses,2025-06-15,445,251.000000000,24799.085740800,110,3.59,6026
2025-06-15,HFB08,2730,445,08,Dining,2025-06-15,445,235.000000000,6300.375580800,70,2.08,6026
2025-06-15,HFB12,4932,445,12,Home textiles,2025-06-15,445,1636.000000000,13726.731110400,439,2.92,6026
2025-06-15,HFB18,5064,445,18,Home organisation,2025-06-15,445,4299.000000000,12402.091654400,1258,3.48,6026
2025-06-15,HFB06,5070,445,06,Bathroom & Water,2025-06-15,445,674.000000000,8649.116448000,376,2.55,6026
2025-06-16,HFB06,4334,445,06,Bathroom & Water,2025-06-16,445,708.000000000,10854.834121600,393,2.71,5403
2025-06-16,HFB05,2311,445,05,Beds & Mattresses,2025-06-16,445,213.000000000,19885.467123200,103,5.8,5403
